Category,Messages
Normal,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
Normal,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
Normal,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
Normal,S s..first time..dhoni rocks...
Normal,Ok ill tell the company
Normal,"Awesome, think we can get an 8th at usf some time tonight?"
Normal,So that means you still think of teju
Normal,"No I'm good for the movie, is it ok if I leave in an hourish?"
Normal,No no:)this is kallis home ground.amla home town is durban:)
Normal,So lets make it saturday or monday as per convenience.
Normal,Hey... What time is your driving on fri? We go for evaluation on fri?
Cyber_Space,"449050000301 You have won a å£2,000 price! To claim, call 09050000301."
Normal,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
Cyber_Space,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
Normal,Cancel cheyyamo?and get some money back?
Cyber_Space,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
Normal,Ok.ok ok..then..whats ur todays plan
Normal,Good morning princess! How are you?
Normal,Aiyar sorry lor forgot 2 tell u...
Cyber_Space,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
Normal,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
Normal,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
Cyber_Space,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
Normal,"So check your errors and if you had difficulties, do correction."
Normal,Howz pain?hope u r fine..
Normal,"Sorry, I'll call later"
Normal,Good morning princess! How are you?
Normal,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
Normal,U wake up already? Thanx 4 e tau sar piah it's quite nice.
Normal,K do I need a login or anything
Cyber_Space,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
Normal,LOL ... No just was busy
Normal,What * u wearing?
Normal,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
Normal,Oh:)as usual vijay film or its different?
Cyber_Space,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
Normal,Have you had a good day? Mine was really busy are you up to much tomorrow night?
Normal,And is there a way you can send shade's stuff to her. And she has been wonderful too.
Normal,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
Cyber_Space,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
Normal,Babe ? I lost you ... :-(
Normal,Ok... Help me ask if she's working tmr a not?
Normal,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
Normal,Not a drop in the tank
Normal,(That said can you text him one more time?)
Normal,"Sorry, I'll call later"
Normal,Ok i go change also...
Cyber_Space,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m)
Normal,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
Normal,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
Normal,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
Normal,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
Normal,Hey! There's veggie pizza... :/
Normal,Yun buying... But school got offer 2000 plus only...
Normal,You sure your neighbors didnt pick it up
Normal,K. I will sent it again
Cyber_Space,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
Normal,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
Normal,Well. Im computerless. Time to make some oreo truffles
Normal,"Haha yeah I see that now, be there in a sec"
Normal,I am not having her number sir
Normal,Lol now I'm after that hot air balloon!
Normal,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
Normal,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
Normal,"Yeah, we can probably swing by once my roommate finishes up with his girl"
Cyber_Space,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
Normal,Happy new years melody!
Normal,ÌÏ dun need to pick ur gf?
Normal,Yay! You better not have told that to 5 other girls either.
Normal,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
Normal,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
Normal,Just nw i came to hme da..
Normal,"I'm outside islands, head towards hard rock and you'll run into me"
Normal,To day class is there are no class.
Normal,I'm in chennai velachery:)
Normal,You flippin your shit yet?
Normal,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
Normal,Am i that much bad to avoid like this?
Normal,"Yo, you around? Just got my car back"
Normal,Annoying isn't it.
Normal,"Goodmorning, Today i am late for  &lt;#&gt; min."
Normal,There's no point hangin on to mr not right if he's not makin u happy
Normal,All will come alive.better correct any good looking figure there itself..
Normal,In that case I guess I'll see you at campus lodge
Normal,We're done...
Normal,Come to my home for one last time i wont do anything. Trust me.
Normal,I was up all night too worrying about this appt. It's a sNormale we missed a girls night out with quizzes popcorn and you doing my hair.
Cyber_Space,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248
Normal,Ok... C ya...
Cyber_Space,You have 1 new voicemail. Please call 08719181503
Normal,What he said is not the matter. My mind saying some other matter is there.
Normal,He also knows about lunch menu only da. . I know
Normal,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
Normal,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
Normal,Otherwise had part time job na-tuition..
Normal,I know she called me
Normal,"Me also da, i feel yesterday night  wait til 2day night dear."
Normal,Thanks for understanding. I've been trying to tell sura that.
Cyber_Space,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
Normal,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
Cyber_Space,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
Normal,I need you to be in my strong arms...
Normal,Also maaaan are you missing out
Normal,His bday real is in april .
Normal,Guessin you ain't gonna be here before 9?
Normal,Ok then i will come to ur home after half an hour
Normal,"Yo, the game almost over? Want to go to walmart soon"
Normal,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
Normal,I'll text now! All creepy like so he won't think that we forgot
Normal,"that would be good ‰Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
Cyber_Space,You have 1 new voicemail. Please call 08719181513.
Normal,"Damn, can you make it tonight or do you want to just wait til tomorrow"
Normal,K..k..i'm also fine:)when will you complete the course?
Normal,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
Cyber_Space,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
Normal,Prakesh is there know.
Normal,Teach me apps da. When you come to college.
Normal,Rofl betta invest in some  anti aging products
Cyber_Space,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
Normal,"sir, you will receive the account no another 1hr time. Sorry for the delay."
Cyber_Space,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
Normal,So Ì_'ll be submitting da project tmr rite?
Cyber_Space,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
Normal,Jus ans me lar. U'll noe later.
Normal,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
Normal,have got * few things to do. may be in * pub later.
Normal,1's finish meeting call me.
Normal,Lol ok. I'll snatch her purse too.
Normal,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\"""""
Normal,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
Normal,How much are we getting?
Normal,Is ur paper in e morn or aft tmr?
Normal,"Dear relieved of westonzoyland, all going to plan this end too!"
Normal,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
Normal,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
Normal,"I want to show you the world, princess :) how about europe?"
Normal,Nobody can decide where to eat and dad wants Chinese
Normal,No shoot me. I'm in the docs waiting room. :/
Normal,Now? I'm going out 4 dinner soon..
Normal,Hello which the site to download songs its urgent pls
Normal,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
Normal,Horrible gal. Me in sch doing some stuff. How come u got mc?
Normal,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
Normal,"I call you later, don't have network. If urgnt, sms me."
Normal,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
Cyber_Space,Please CALL 08712402779 immediately as there is an urgent message waiting for you
Normal,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
